player_name,fantasy_score,player_team,venue,batting_first_team,bowling_first_team
AT Rayudu,95,Chennai Super Kings,"Wankhede Stadium, Mumbai",Punjab Kings,Chennai Super Kings
Sandeep Sharma,25,Punjab Kings,"Wankhede Stadium, Mumbai",Punjab Kings,Chennai Super Kings
RV Uthappa,1,Chennai Super Kings,"Wankhede Stadium, Mumbai",Punjab Kings,Chennai Super Kings
DJ Bravo,75,Chennai Super Kings,"Wankhede Stadium, Mumbai",Punjab Kings,Chennai Super Kings
S Dube,23,Chennai Super Kings,"Wankhede Stadium, Mumbai",Punjab Kings,Chennai Super Kings
K Rabada,58,Punjab Kings,"Wankhede Stadium, Mumbai",Punjab Kings,Chennai Super Kings
JR Hazlewood,75,Royal Challengers Bangalore,"Maharashtra Cricket Association Stadium, Pune",Rajasthan Royals,Royal Challengers Bangalore
Shahbaz Ahmed,15,Royal Challengers Bangalore,"Maharashtra Cricket Association Stadium, Pune",Rajasthan Royals,Royal Challengers Bangalore
R Ashwin,104,Rajasthan Royals,"Maharashtra Cricket Association Stadium, Pune",Rajasthan Royals,Royal Challengers Bangalore
R Parag,99,Rajasthan Royals,"Maharashtra Cricket Association Stadium, Pune",Rajasthan Royals,Royal Challengers Bangalore
GJ Maxwell,8,Royal Challengers Bangalore,"Maharashtra Cricket Association Stadium, Pune",Rajasthan Royals,Royal Challengers Bangalore
KD Karthik,7,Royal Challengers Bangalore,"Maharashtra Cricket Association Stadium, Pune",Rajasthan Royals,Royal Challengers Bangalore
SO Hetmyer,3,Rajasthan Royals,"Maharashtra Cricket Association Stadium, Pune",Rajasthan Royals,Royal Challengers Bangalore
F du Plessis,26,Royal Challengers Bangalore,"Maharashtra Cricket Association Stadium, Pune",Rajasthan Royals,Royal Challengers Bangalore
PWH de Silva,72,Royal Challengers Bangalore,"Maharashtra Cricket Association Stadium, Pune",Rajasthan Royals,Royal Challengers Bangalore
JC Buttler,17,Rajasthan Royals,"Maharashtra Cricket Association Stadium, Pune",Rajasthan Royals,Royal Challengers Bangalore
DJ Mitchell,14,Rajasthan Royals,"Maharashtra Cricket Association Stadium, Pune",Rajasthan Royals,Royal Challengers Bangalore
D Padikkal,15,Rajasthan Royals,"Maharashtra Cricket Association Stadium, Pune",Rajasthan Royals,Royal Challengers Bangalore
Mohammed Siraj,72,Royal Challengers Bangalore,"Maharashtra Cricket Association Stadium, Pune",Rajasthan Royals,Royal Challengers Bangalore
V Kohli,17,Royal Challengers Bangalore,"Maharashtra Cricket Association Stadium, Pune",Rajasthan Royals,Royal Challengers Bangalore
RM Patidar,14,Royal Challengers Bangalore,"Maharashtra Cricket Association Stadium, Pune",Rajasthan Royals,Royal Challengers Bangalore
SV Samson,32,Rajasthan Royals,"Maharashtra Cricket Association Stadium, Pune",Rajasthan Royals,Royal Challengers Bangalore
YS Chahal,25,Rajasthan Royals,"Maharashtra Cricket Association Stadium, Pune",Rajasthan Royals,Royal Challengers Bangalore
SS Prabhudessai,22,Royal Challengers Bangalore,"Maharashtra Cricket Association Stadium, Pune",Rajasthan Royals,Royal Challengers Bangalore
KR Sen,108,Rajasthan Royals,"Maharashtra Cricket Association Stadium, Pune",Rajasthan Royals,Royal Challengers Bangalore
M Prasidh Krishna,52,Rajasthan Royals,"Maharashtra Cricket Association Stadium, Pune",Rajasthan Royals,Royal Challengers Bangalore
TA Boult,5,Rajasthan Royals,"Maharashtra Cricket Association Stadium, Pune",Rajasthan Royals,Royal Challengers Bangalore
HV Patel,33,Royal Challengers Bangalore,"Maharashtra Cricket Association Stadium, Pune",Rajasthan Royals,Royal Challengers Bangalore
"M Prasidh Krishna, YS Chahal",14,Rajasthan Royals,"Maharashtra Cricket Association Stadium, Pune",Rajasthan Royals,Royal Challengers Bangalore
HH Pandya,12,Gujarat Titans,"Wankhede Stadium, Mumbai",Sunrisers Hyderabad,Gujarat Titans
AS Joseph,72,Gujarat Titans,"Wankhede Stadium, Mumbai",Sunrisers Hyderabad,Gujarat Titans
Abhishek Sharma,69,Sunrisers Hyderabad,"Wankhede Stadium, Mumbai",Sunrisers Hyderabad,Gujarat Titans
T Natarajan,0,Sunrisers Hyderabad,"Wankhede Stadium, Mumbai",Sunrisers Hyderabad,Gujarat Titans
LH Ferguson,0,Gujarat Titans,"Wankhede Stadium, Mumbai",Sunrisers Hyderabad,Gujarat Titans
DA Miller,22,Gujarat Titans,"Wankhede Stadium, Mumbai",Sunrisers Hyderabad,Gujarat Titans
Yash Dayal,25,Gujarat Titans,"Wankhede Stadium, Mumbai",Sunrisers Hyderabad,Gujarat Titans
N Pooran,3,Sunrisers Hyderabad,"Wankhede Stadium, Mumbai",Sunrisers Hyderabad,Gujarat Titans
M Jansen,18,Sunrisers Hyderabad,"Wankhede Stadium, Mumbai",Sunrisers Hyderabad,Gujarat Titans
Washington Sundar,1,Sunrisers Hyderabad,"Wankhede Stadium, Mumbai",Sunrisers Hyderabad,Gujarat Titans
Mohammed Shami,91,Gujarat Titans,"Wankhede Stadium, Mumbai",Sunrisers Hyderabad,Gujarat Titans
B Kumar,0,Sunrisers Hyderabad,"Wankhede Stadium, Mumbai",Sunrisers Hyderabad,Gujarat Titans
Shubman Gill,31,Gujarat Titans,"Wankhede Stadium, Mumbai",Sunrisers Hyderabad,Gujarat Titans
Rashid Khan,39,Gujarat Titans,"Wankhede Stadium, Mumbai",Sunrisers Hyderabad,Gujarat Titans
R Tewatia,46,Gujarat Titans,"Wankhede Stadium, Mumbai",Sunrisers Hyderabad,Gujarat Titans
A Manohar,-2,Gujarat Titans,"Wankhede Stadium, Mumbai",Sunrisers Hyderabad,Gujarat Titans
KS Williamson,6,Sunrisers Hyderabad,"Wankhede Stadium, Mumbai",Sunrisers Hyderabad,Gujarat Titans
Shashank Singh,32,Sunrisers Hyderabad,"Wankhede Stadium, Mumbai",Sunrisers Hyderabad,Gujarat Titans
AK Markram,62,Sunrisers Hyderabad,"Wankhede Stadium, Mumbai",Sunrisers Hyderabad,Gujarat Titans
Umran Malik,157,Sunrisers Hyderabad,"Wankhede Stadium, Mumbai",Sunrisers Hyderabad,Gujarat Titans
RA Tripathi,20,Sunrisers Hyderabad,"Wankhede Stadium, Mumbai",Sunrisers Hyderabad,Gujarat Titans
WP Saha,79,Gujarat Titans,"Wankhede Stadium, Mumbai",Sunrisers Hyderabad,Gujarat Titans
SS Iyer,42,Kolkata Knight Riders,"Wankhede Stadium, Mumbai",Kolkata Knight Riders,Delhi Capitals
"VR Iyer, SS Iyer",14,Kolkata Knight Riders,"Wankhede Stadium, Mumbai",Kolkata Knight Riders,Delhi Capitals
VR Iyer,12,Kolkata Knight Riders,"Wankhede Stadium, Mumbai",Kolkata Knight Riders,Delhi Capitals
MR Marsh,15,Delhi Capitals,"Wankhede Stadium, Mumbai",Kolkata Knight Riders,Delhi Capitals
RK Singh,26,Kolkata Knight Riders,"Wankhede Stadium, Mumbai",Kolkata Knight Riders,Delhi Capitals
TG Southee,0,Kolkata Knight Riders,"Wankhede Stadium, Mumbai",Kolkata Knight Riders,Delhi Capitals
RR Pant,30,Delhi Capitals,"Wankhede Stadium, Mumbai",Kolkata Knight Riders,Delhi Capitals
SP Narine,41,Kolkata Knight Riders,"Wankhede Stadium, Mumbai",Kolkata Knight Riders,Delhi Capitals
AD Russell,25,Kolkata Knight Riders,"Wankhede Stadium, Mumbai",Kolkata Knight Riders,Delhi Capitals
Kuldeep Yadav,108,Delhi Capitals,"Wankhede Stadium, Mumbai",Kolkata Knight Riders,Delhi Capitals
Mustafizur Rahman,83,Delhi Capitals,"Wankhede Stadium, Mumbai",Kolkata Knight Riders,Delhi Capitals
DA Warner,46,Delhi Capitals,"Wankhede Stadium, Mumbai",Kolkata Knight Riders,Delhi Capitals
R Powell,54,Delhi Capitals,"Wankhede Stadium, Mumbai",Kolkata Knight Riders,Delhi Capitals
Harshit Rana,25,Kolkata Knight Riders,"Wankhede Stadium, Mumbai",Kolkata Knight Riders,Delhi Capitals
UT Yadav,73,Kolkata Knight Riders,"Wankhede Stadium, Mumbai",Kolkata Knight Riders,Delhi Capitals
Lalit Yadav,21,Delhi Capitals,"Wankhede Stadium, Mumbai",Kolkata Knight Riders,Delhi Capitals
B Indrajith,14,Kolkata Knight Riders,"Wankhede Stadium, Mumbai",Kolkata Knight Riders,Delhi Capitals
PP Shaw,0,Delhi Capitals,"Wankhede Stadium, Mumbai",Kolkata Knight Riders,Delhi Capitals
AJ Finch,1,Kolkata Knight Riders,"Wankhede Stadium, Mumbai",Kolkata Knight Riders,Delhi Capitals
C Sakariya,49,Delhi Capitals,"Wankhede Stadium, Mumbai",Kolkata Knight Riders,Delhi Capitals
AR Patel,53,Delhi Capitals,"Wankhede Stadium, Mumbai",Kolkata Knight Riders,Delhi Capitals
SN Thakur,8,Delhi Capitals,"Wankhede Stadium, Mumbai",Kolkata Knight Riders,Delhi Capitals
N Rana,62,Kolkata Knight Riders,"Wankhede Stadium, Mumbai",Kolkata Knight Riders,Delhi Capitals
PBB Rajapaksa,8,Punjab Kings,"Maharashtra Cricket Association Stadium, Pune",Lucknow Super Giants,Punjab Kings
DJ Hooda,33,Lucknow Super Giants,"Maharashtra Cricket Association Stadium, Pune",Lucknow Super Giants,Punjab Kings
A Badoni,20,Lucknow Super Giants,"Maharashtra Cricket Association Stadium, Pune",Lucknow Super Giants,Punjab Kings
K Rabada,102,Punjab Kings,"Maharashtra Cricket Association Stadium, Pune",Lucknow Super Giants,Punjab Kings
Arshdeep Singh,23,Punjab Kings,"Maharashtra Cricket Association Stadium, Pune",Lucknow Super Giants,Punjab Kings
MA Agarwal,29,Punjab Kings,"Maharashtra Cricket Association Stadium, Pune",Lucknow Super Giants,Punjab Kings
KL Rahul,21,Lucknow Super Giants,"Maharashtra Cricket Association Stadium, Pune",Lucknow Super Giants,Punjab Kings
JM Sharma,16,Punjab Kings,"Maharashtra Cricket Association Stadium, Pune",Lucknow Super Giants,Punjab Kings
LS Livingstone,30,Punjab Kings,"Maharashtra Cricket Association Stadium, Pune",Lucknow Super Giants,Punjab Kings
KH Pandya,74,Lucknow Super Giants,"Maharashtra Cricket Association Stadium, Pune",Lucknow Super Giants,Punjab Kings
JM Bairstow,45,Punjab Kings,"Maharashtra Cricket Association Stadium, Pune",Lucknow Super Giants,Punjab Kings
RD Chahar,61,Punjab Kings,"Maharashtra Cricket Association Stadium, Pune",Lucknow Super Giants,Punjab Kings
MP Stoinis,1,Lucknow Super Giants,"Maharashtra Cricket Association Stadium, Pune",Lucknow Super Giants,Punjab Kings
Q de Kock,58,Lucknow Super Giants,"Maharashtra Cricket Association Stadium, Pune",Lucknow Super Giants,Punjab Kings
JO Holder,13,Lucknow Super Giants,"Maharashtra Cricket Association Stadium, Pune",Lucknow Super Giants,Punjab Kings
R Dhawan,24,Punjab Kings,"Maharashtra Cricket Association Stadium, Pune",Lucknow Super Giants,Punjab Kings
PVD Chameera,71,Lucknow Super Giants,"Maharashtra Cricket Association Stadium, Pune",Lucknow Super Giants,Punjab Kings
S Dhawan,9,Punjab Kings,"Maharashtra Cricket Association Stadium, Pune",Lucknow Super Giants,Punjab Kings
Avesh Khan,2,Lucknow Super Giants,"Maharashtra Cricket Association Stadium, Pune",Lucknow Super Giants,Punjab Kings
Sandeep Sharma,33,Punjab Kings,"Maharashtra Cricket Association Stadium, Pune",Lucknow Super Giants,Punjab Kings
Ravi Bishnoi,33,Lucknow Super Giants,"Maharashtra Cricket Association Stadium, Pune",Lucknow Super Giants,Punjab Kings
Mohsin Khan,91,Lucknow Super Giants,"Maharashtra Cricket Association Stadium, Pune",Lucknow Super Giants,Punjab Kings
JR Hazlewood,0,Royal Challengers Bangalore,"Brabourne Stadium, Mumbai",Royal Challengers Bangalore,Gujarat Titans
Anuj Rawat (sub),8,Royal Challengers Bangalore,"Brabourne Stadium, Mumbai",Royal Challengers Bangalore,Gujarat Titans
HH Pandya,3,Gujarat Titans,"Brabourne Stadium, Mumbai",Royal Challengers Bangalore,Gujarat Titans
AS Joseph,25,Gujarat Titans,"Brabourne Stadium, Mumbai",Royal Challengers Bangalore,Gujarat Titans
Shahbaz Ahmed,60,Royal Challengers Bangalore,"Brabourne Stadium, Mumbai",Royal Challengers Bangalore,Gujarat Titans
PJ Sangwan,50,Gujarat Titans,"Brabourne Stadium, Mumbai",Royal Challengers Bangalore,Gujarat Titans
LH Ferguson,25,Gujarat Titans,"Brabourne Stadium, Mumbai",Royal Challengers Bangalore,Gujarat Titans
DA Miller,49,Gujarat Titans,"Brabourne Stadium, Mumbai",Royal Challengers Bangalore,Gujarat Titans
GJ Maxwell,38,Royal Challengers Bangalore,"Brabourne Stadium, Mumbai",Royal Challengers Bangalore,Gujarat Titans
KD Karthik,2,Royal Challengers Bangalore,"Brabourne Stadium, Mumbai",Royal Challengers Bangalore,Gujarat Titans
F du Plessis,0,Royal Challengers Bangalore,"Brabourne Stadium, Mumbai",Royal Challengers Bangalore,Gujarat Titans
PWH de Silva,50,Royal Challengers Bangalore,"Brabourne Stadium, Mumbai",Royal Challengers Bangalore,Gujarat Titans
Mohammed Shami,41,Gujarat Titans,"Brabourne Stadium, Mumbai",Royal Challengers Bangalore,Gujarat Titans
B Sai Sudharsan,22,Gujarat Titans,"Brabourne Stadium, Mumbai",Royal Challengers Bangalore,Gujarat Titans
Shubman Gill,40,Gujarat Titans,"Brabourne Stadium, Mumbai",Royal Challengers Bangalore,Gujarat Titans
Mohammed Siraj,0,Royal Challengers Bangalore,"Brabourne Stadium, Mumbai",Royal Challengers Bangalore,Gujarat Titans
RM Patidar,67,Royal Challengers Bangalore,"Brabourne Stadium, Mumbai",Royal Challengers Bangalore,Gujarat Titans
V Kohli,62,Royal Challengers Bangalore,"Brabourne Stadium, Mumbai",Royal Challengers Bangalore,Gujarat Titans
Rashid Khan,33,Gujarat Titans,"Brabourne Stadium, Mumbai",Royal Challengers Bangalore,Gujarat Titans
R Tewatia,50,Gujarat Titans,"Brabourne Stadium, Mumbai",Royal Challengers Bangalore,Gujarat Titans
HV Patel,0,Royal Challengers Bangalore,"Brabourne Stadium, Mumbai",Royal Challengers Bangalore,Gujarat Titans
MK Lomror,22,Royal Challengers Bangalore,"Brabourne Stadium, Mumbai",Royal Challengers Bangalore,Gujarat Titans
WP Saha,39,Gujarat Titans,"Brabourne Stadium, Mumbai",Royal Challengers Bangalore,Gujarat Titans
DR Sams,41,Mumbai Indians,"Dr DY Patil Sports Academy, Mumbai",Rajasthan Royals,Mumbai Indians
Ishan Kishan,38,Mumbai Indians,"Dr DY Patil Sports Academy, Mumbai",Rajasthan Royals,Mumbai Indians
Tilak Varma,38,Mumbai Indians,"Dr DY Patil Sports Academy, Mumbai",Rajasthan Royals,Mumbai Indians
HR Shokeen,50,Mumbai Indians,"Dr DY Patil Sports Academy, Mumbai",Rajasthan Royals,Mumbai Indians
TH David,30,Mumbai Indians,"Dr DY Patil Sports Academy, Mumbai",Rajasthan Royals,Mumbai Indians
R Ashwin,49,Rajasthan Royals,"Dr DY Patil Sports Academy, Mumbai",Rajasthan Royals,Mumbai Indians
R Parag,19,Rajasthan Royals,"Dr DY Patil Sports Academy, Mumbai",Rajasthan Royals,Mumbai Indians
SO Hetmyer,2,Rajasthan Royals,"Dr DY Patil Sports Academy, Mumbai",Rajasthan Royals,Mumbai Indians
RP Meredith,50,Mumbai Indians,"Dr DY Patil Sports Academy, Mumbai",Rajasthan Royals,Mumbai Indians
JC Buttler,74,Rajasthan Royals,"Dr DY Patil Sports Academy, Mumbai",Rajasthan Royals,Mumbai Indians
DJ Mitchell,32,Rajasthan Royals,"Dr DY Patil Sports Academy, Mumbai",Rajasthan Royals,Mumbai Indians
D Padikkal,18,Rajasthan Royals,"Dr DY Patil Sports Academy, Mumbai",Rajasthan Royals,Mumbai Indians
JJ Bumrah,0,Mumbai Indians,"Dr DY Patil Sports Academy, Mumbai",Rajasthan Royals,Mumbai Indians
SV Samson,28,Rajasthan Royals,"Dr DY Patil Sports Academy, Mumbai",Rajasthan Royals,Mumbai Indians
RG Sharma,10,Mumbai Indians,"Dr DY Patil Sports Academy, Mumbai",Rajasthan Royals,Mumbai Indians
K Kartikeya,25,Mumbai Indians,"Dr DY Patil Sports Academy, Mumbai",Rajasthan Royals,Mumbai Indians
YS Chahal,25,Rajasthan Royals,"Dr DY Patil Sports Academy, Mumbai",Rajasthan Royals,Mumbai Indians
KR Sen,25,Rajasthan Royals,"Dr DY Patil Sports Academy, Mumbai",Rajasthan Royals,Mumbai Indians
SA Yadav,64,Mumbai Indians,"Dr DY Patil Sports Academy, Mumbai",Rajasthan Royals,Mumbai Indians
M Prasidh Krishna,25,Rajasthan Royals,"Dr DY Patil Sports Academy, Mumbai",Rajasthan Royals,Mumbai Indians
TA Boult,26,Rajasthan Royals,"Dr DY Patil Sports Academy, Mumbai",Rajasthan Royals,Mumbai Indians
KA Pollard,14,Mumbai Indians,"Dr DY Patil Sports Academy, Mumbai",Rajasthan Royals,Mumbai Indians
A Badoni,8,Lucknow Super Giants,"Wankhede Stadium, Mumbai",Lucknow Super Giants,Delhi Capitals
DJ Hooda,56,Lucknow Super Giants,"Wankhede Stadium, Mumbai",Lucknow Super Giants,Delhi Capitals
MR Marsh,46,Delhi Capitals,"Wankhede Stadium, Mumbai",Lucknow Super Giants,Delhi Capitals
RR Pant,51,Delhi Capitals,"Wankhede Stadium, Mumbai",Lucknow Super Giants,Delhi Capitals
K Gowtham,33,Lucknow Super Giants,"Wankhede Stadium, Mumbai",Lucknow Super Giants,Delhi Capitals
Kuldeep Yadav,17,Delhi Capitals,"Wankhede Stadium, Mumbai",Lucknow Super Giants,Delhi Capitals
Mustafizur Rahman,0,Delhi Capitals,"Wankhede Stadium, Mumbai",Lucknow Super Giants,Delhi Capitals
KL Rahul,81,Lucknow Super Giants,"Wankhede Stadium, Mumbai",Lucknow Super Giants,Delhi Capitals
DA Warner,3,Delhi Capitals,"Wankhede Stadium, Mumbai",Lucknow Super Giants,Delhi Capitals
R Powell,42,Delhi Capitals,"Wankhede Stadium, Mumbai",Lucknow Super Giants,Delhi Capitals
Lalit Yadav,19,Delhi Capitals,"Wankhede Stadium, Mumbai",Lucknow Super Giants,Delhi Capitals
PP Shaw,6,Delhi Capitals,"Wankhede Stadium, Mumbai",Lucknow Super Giants,Delhi Capitals
KH Pandya,19,Lucknow Super Giants,"Wankhede Stadium, Mumbai",Lucknow Super Giants,Delhi Capitals
MP Stoinis,14,Lucknow Super Giants,"Wankhede Stadium, Mumbai",Lucknow Super Giants,Delhi Capitals
Q de Kock,36,Lucknow Super Giants,"Wankhede Stadium, Mumbai",Lucknow Super Giants,Delhi Capitals
JO Holder,0,Lucknow Super Giants,"Wankhede Stadium, Mumbai",Lucknow Super Giants,Delhi Capitals
C Sakariya,0,Delhi Capitals,"Wankhede Stadium, Mumbai",Lucknow Super Giants,Delhi Capitals
PVD Chameera,25,Lucknow Super Giants,"Wankhede Stadium, Mumbai",Lucknow Super Giants,Delhi Capitals
AR Patel,47,Delhi Capitals,"Wankhede Stadium, Mumbai",Lucknow Super Giants,Delhi Capitals
SN Thakur,76,Delhi Capitals,"Wankhede Stadium, Mumbai",Lucknow Super Giants,Delhi Capitals
Ravi Bishnoi,33,Lucknow Super Giants,"Wankhede Stadium, Mumbai",Lucknow Super Giants,Delhi Capitals
Mohsin Khan,108,Lucknow Super Giants,"Wankhede Stadium, Mumbai",Lucknow Super Giants,Delhi Capitals
MS Dhoni,17,Chennai Super Kings,"Maharashtra Cricket Association Stadium, Pune",Chennai Super Kings,Sunrisers Hyderabad
Abhishek Sharma,46,Sunrisers Hyderabad,"Maharashtra Cricket Association Stadium, Pune",Chennai Super Kings,Sunrisers Hyderabad
T Natarajan,50,Sunrisers Hyderabad,"Maharashtra Cricket Association Stadium, Pune",Chennai Super Kings,Sunrisers Hyderabad
D Pretorius,41,Chennai Super Kings,"Maharashtra Cricket Association Stadium, Pune",Chennai Super Kings,Sunrisers Hyderabad
RA Jadeja,9,Chennai Super Kings,"Maharashtra Cricket Association Stadium, Pune",Chennai Super Kings,Sunrisers Hyderabad
N Pooran,71,Sunrisers Hyderabad,"Maharashtra Cricket Association Stadium, Pune",Chennai Super Kings,Sunrisers Hyderabad
M Jansen,0,Sunrisers Hyderabad,"Maharashtra Cricket Association Stadium, Pune",Chennai Super Kings,Sunrisers Hyderabad
M Theekshana,0,Chennai Super Kings,"Maharashtra Cricket Association Stadium, Pune",Chennai Super Kings,Sunrisers Hyderabad
MJ Santner,25,Chennai Super Kings,"Maharashtra Cricket Association Stadium, Pune",Chennai Super Kings,Sunrisers Hyderabad
Washington Sundar,2,Sunrisers Hyderabad,"Maharashtra Cricket Association Stadium, Pune",Chennai Super Kings,Sunrisers Hyderabad
B Kumar,8,Sunrisers Hyderabad,"Maharashtra Cricket Association Stadium, Pune",Chennai Super Kings,Sunrisers Hyderabad
Simarjeet Singh,8,Chennai Super Kings,"Maharashtra Cricket Association Stadium, Pune",Chennai Super Kings,Sunrisers Hyderabad
DP Conway,89,Chennai Super Kings,"Maharashtra Cricket Association Stadium, Pune",Chennai Super Kings,Sunrisers Hyderabad
Mukesh Choudhary,108,Chennai Super Kings,"Maharashtra Cricket Association Stadium, Pune",Chennai Super Kings,Sunrisers Hyderabad
KS Williamson,53,Sunrisers Hyderabad,"Maharashtra Cricket Association Stadium, Pune",Chennai Super Kings,Sunrisers Hyderabad
RD Gaikwad,113,Chennai Super Kings,"Maharashtra Cricket Association Stadium, Pune",Chennai Super Kings,Sunrisers Hyderabad
Shashank Singh,16,Sunrisers Hyderabad,"Maharashtra Cricket Association Stadium, Pune",Chennai Super Kings,Sunrisers Hyderabad
AK Markram,21,Sunrisers Hyderabad,"Maharashtra Cricket Association Stadium, Pune",Chennai Super Kings,Sunrisers Hyderabad
Umran Malik,8,Sunrisers Hyderabad,"Maharashtra Cricket Association Stadium, Pune",Chennai Super Kings,Sunrisers Hyderabad
RA Tripathi,0,Sunrisers Hyderabad,"Maharashtra Cricket Association Stadium, Pune",Chennai Super Kings,Sunrisers Hyderabad
SS Iyer,31,Kolkata Knight Riders,"Wankhede Stadium, Mumbai",Rajasthan Royals,Kolkata Knight Riders
RK Singh,58,Kolkata Knight Riders,"Wankhede Stadium, Mumbai",Rajasthan Royals,Kolkata Knight Riders
TG Southee,50,Kolkata Knight Riders,"Wankhede Stadium, Mumbai",Rajasthan Royals,Kolkata Knight Riders
SP Narine,0,Kolkata Knight Riders,"Wankhede Stadium, Mumbai",Rajasthan Royals,Kolkata Knight Riders
R Ashwin,14,Rajasthan Royals,"Wankhede Stadium, Mumbai",Rajasthan Royals,Kolkata Knight Riders
R Parag,24,Rajasthan Royals,"Wankhede Stadium, Mumbai",Rajasthan Royals,Kolkata Knight Riders
SO Hetmyer,26,Rajasthan Royals,"Wankhede Stadium, Mumbai",Rajasthan Royals,Kolkata Knight Riders
UT Yadav,25,Kolkata Knight Riders,"Wankhede Stadium, Mumbai",Rajasthan Royals,Kolkata Knight Riders
AJ Finch,2,Kolkata Knight Riders,"Wankhede Stadium, Mumbai",Rajasthan Royals,Kolkata Knight Riders
B Indrajith,15,Kolkata Knight Riders,"Wankhede Stadium, Mumbai",Rajasthan Royals,Kolkata Knight Riders
JC Buttler,23,Rajasthan Royals,"Wankhede Stadium, Mumbai",Rajasthan Royals,Kolkata Knight Riders
D Padikkal,2,Rajasthan Royals,"Wankhede Stadium, Mumbai",Rajasthan Royals,Kolkata Knight Riders
AS Roy,33,Kolkata Knight Riders,"Wankhede Stadium, Mumbai",Rajasthan Royals,Kolkata Knight Riders
